"","sample_id","site_id","updated_sample_type","fake_kelp_height","year","month","day","sampling_round","lab_round","lab_blistering","water_type","aquarium_salinity","paper_aquarium_day","aquarium_day","position_of_meristem","desmerestia","extraction_kit_brand","lab_or_field_sampled","pcr_cycles","pcr_position","N.conduct","mean.conduct","sd.conduct","N.temp","mean.temp","sd.temp","se.conduct","lci.conduct","uci.conduct","se.temp","lci.temp","uci.temp"
"water-b-20-2022-6-1","water-b-20-2022-6-1","b-20","water",NA,2022,6,1,11,4,"","lab",20,"day1","D-2",NA,"no","zymo","lab",25,"plate6-G5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-4","water-b-20-2022-6-4","b-20","water",NA,2022,6,4,11,4,"","lab",20,"day4","D-5",NA,"no","zymo","lab",25,"plate6-H2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-6-22","meristem-b-20-2022-6-22","b-20","meristem",NA,2022,6,22,12,5,"","lab",20,"","D-9",NA,"no","quiagen_tubes","lab",35,"plate1-D-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-26","water-b-20-2022-6-26","b-20","water",NA,2022,6,26,12,5,"","lab",20,"","D-15",NA,"no","zymo","lab",35,"plate2-E9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-a-30-2022-7-16","meristem-a-30-2022-7-16","a-30","meristem",NA,2022,7,16,14,7,"n","lab",30,"day4","D-5",NA,"no",NA,"lab",35,"plate6-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-6-20","meristem-b-20-2022-6-20","b-20","meristem",NA,2022,6,20,12,5,"","lab",20,"","D-7",NA,"no","zymo","lab",35,"plate5-H9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-14","water-b-20-2022-6-14","b-20","water",NA,2022,6,14,12,5,"","lab",20,"day0","D-1",NA,"no","zymo","lab",25,"plate7-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-15","water-b-20-2022-6-15","b-20","water",NA,2022,6,15,12,5,"","lab",20,"day1","D-2",NA,"no","zymo","lab",35,"plate7-A9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-18","water-b-20-2022-6-18","b-20","water",NA,2022,6,18,12,5,"","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate7-B8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-20","water-b-20-2022-6-20","b-20","water",NA,2022,6,20,12,5,"","lab",20,"","D-7",NA,"no","zymo","lab",25,"plate7-C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-a-30-2022-7-31","meristem-a-30-2022-7-31","a-30","meristem",NA,2022,7,31,15,8,"n","lab",30,"day4","D-5",NA,"no","zymo","lab",35,"plate5-A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-28","water-b-20-2022-6-28","b-20","water",NA,2022,6,28,13,6,"","lab",20,"day0","D-1",NA,"no","zymo","lab",25,"plate5-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-6-30","water-b-20-2022-6-30","b-20","water",NA,2022,6,30,13,6,"","lab",20,"day1","D-2",NA,"no","zymo","lab",35,"plate7-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-7-2","water-b-20-2022-7-2","b-20","water",NA,2022,7,2,13,6,"","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate5-A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-7-13","meristem-b-20-2022-7-13","b-20","meristem",NA,2022,7,13,14,7,"","lab",20,"day1","D-2",NA,"no","zymo","lab",25,"plate7-G11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-5-21","meristem-b-20-2022-5-21","b-20","meristem",NA,2022,5,21,10,3,"n","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate6-F9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-7-13","water-b-20-2022-7-13","b-20","water",NA,2022,7,13,14,7,"","lab",20,"day1","D-2",NA,"no","zymo","lab",35,"plate8-A-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-7-28","meristem-b-20-2022-7-28","b-20","meristem",NA,2022,7,28,15,8,"","lab",20,"day1","D-2",NA,"no","zymo","lab",25,"plate5-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-6-4","meristem-b-20-2022-6-4","b-20","meristem",NA,2022,6,4,11,4,"n","lab",20,"day4","D-5",NA,"no","zymo","lab",25,"plate6-H9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-7-27","water-b-20-2022-7-27","b-20","water",NA,2022,7,27,15,8,"","lab",20,"day0","D-1",NA,"no","zymo","lab",35,"plate8-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-7-28","water-b-20-2022-7-28","b-20","water",NA,2022,7,28,15,8,"","lab",20,"day1","D-2",NA,"no","zymo","lab",25,"plate8-A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-b-20-2022-7-31","water-b-20-2022-7-31","b-20","water",NA,2022,7,31,15,8,"","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate8-c10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate2b","blank-swab-plate2b","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","quiagen_plate","blank",35,"plate2-H8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate3-H-1","blank-swab-plate3-H-1","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","zymo","blank",25,"plate3H1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate4","blank-swab-plate4","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","zymo","blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pcr-blank-plate2","pcr-blank-plate2","blank","pcr_blank",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no",NA,"blank",35,"plate2-A-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate6","blank-swab-plate6","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","zymo","blank",35,"plate6E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate7","blank-swab-plate7","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","zymo","blank",25,"plate7G6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blank-swab-plate8","blank-swab-plate8","blank","blank_swab",NA,2022,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"no","zymo","blank",25,"plate8-f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem3c-102022420","meristem3c-102022420","c-10","meristem",NA,2022,4,20,8,1,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate3C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water1-c-10-2022-4-20","water1-c-10-2022-4-20","c-10","water",NA,2022,4,20,8,1,"","lab",10,"day1","D-2",NA,"no","zymo","lab",35,"plate7-f9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water1-c-10-2022-4-25","water1-c-10-2022-4-25","c-10","water",NA,2022,4,25,8,1,"","lab",10,"","D-7",NA,"no","zymo","lab",35,"plate6-B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-5-4","meristem-c-10-2022-5-4","c-10","meristem",NA,2022,5,4,9,2,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate3-B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-5-3","water-c-10-2022-5-3","c-10","water",NA,2022,5,3,9,2,"","lab",10,"day0","D-1",NA,"no",NA,"lab",35,"plate6-B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-5-4","water-c-10-2022-5-4","c-10","water",NA,2022,5,4,9,2,"","lab",10,"day1","D-2",NA,"no",NA,"lab",25,"plate5-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-5-6","water-c-10-2022-5-6","c-10","water",NA,2022,5,6,9,2,"","lab",10,"","D-4",NA,"no","zymo","lab",25,"plate5-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-5-18","meristem-c-10-2022-5-18","c-10","meristem",NA,2022,5,18,10,3,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate3-h8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-5-20","meristem-c-10-2022-5-20","c-10","meristem",NA,2022,5,20,10,3,"","lab",10,"","D-4",NA,"no","zymo","lab",35,"plate5-A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"airline-10-2022-6-4","airline-10-2022-6-4","10","airline",NA,2022,6,4,11,4,"","lab",10,"day4","D-5",NA,"no",NA,"lab",25,"plate6-H8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-5-18","water-c-10-2022-5-18","c-10","water",NA,2022,5,18,10,3,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate6-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-6-4","water-c-10-2022-6-4","c-10","water",NA,2022,6,4,11,4,"","lab",10,"day4","D-5",NA,"no","zymo","lab",35,"plate5-B12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"waterc-102022520","waterc-102022520","c-10","water",NA,2022,5,20,10,3,"","lab",10,"","D-4",NA,"no","zymo","lab",25,"plate8-D-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-6-1","meristem-c-10-2022-6-1","c-10","meristem",NA,2022,6,1,11,4,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate5-A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-5-31","water-c-10-2022-5-31","c-10","water",NA,2022,5,31,11,4,"","lab",10,"day0","D-1",NA,"no","zymo","lab",35,"plate5-C11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-6-1","water-c-10-2022-6-1","c-10","water",NA,2022,6,1,11,4,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate5-B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-6-18","meristem-b-20-2022-6-18","b-20","meristem",NA,2022,6,18,12,5,"n","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate5-H4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-6-30","meristem-c-10-2022-6-30","c-10","meristem",NA,2022,6,30,13,6,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate7-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-f-10-2022-6-4","water-f-10-2022-6-4","f-10","water",NA,2022,6,4,11,4,"","lab",10,"day4","D-5",NA,"no","zymo","lab",25,"plate6-H5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-6-28","water-c-10-2022-6-28","c-10","water",NA,2022,6,28,13,6,"","lab",10,"day0","D-1",NA,"no","zymo","lab",25,"plate7-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-6-30","water-c-10-2022-6-30","c-10","water",NA,2022,6,30,13,6,"","lab",10,"day1","D-2",NA,"no","zymo","lab",35,"plate7-D9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-7-2","meristem-b-20-2022-7-2","b-20","meristem",NA,2022,7,2,13,6,"n","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate5-A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-7-13","meristem-c-10-2022-7-13","c-10","meristem",NA,2022,7,13,14,7,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate5-E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-f-10-2022-6-18","water-f-10-2022-6-18","f-10","water",NA,2022,6,18,12,5,"","lab",10,"day4","D-5",NA,"no","zymo","lab",35,"plate7-B10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-7-12","water-c-10-2022-7-12","c-10","water",NA,2022,7,12,14,7,"","lab",10,"day0","D-1",NA,"no","zymo","lab",35,"plate8-D-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-7-13","water-c-10-2022-7-13","c-10","water",NA,2022,7,13,14,7,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate8-A-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-c-10-2022-7-28","meristem-c-10-2022-7-28","c-10","meristem",NA,2022,7,28,15,8,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate8-D11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meristem-b-20-2022-7-16","meristem-b-20-2022-7-16","b-20","meristem",NA,2022,7,16,14,7,"n","lab",20,"day4","D-5",NA,"no","zymo","lab",35,"plate7-H10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"water-c-10-2022-7-28","water-c-10-2022-7-28","c-10","water",NA,2022,7,28,15,8,"","lab",10,"day1","D-2",NA,"no","zymo","lab",25,"plate8-A12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plate-1-well-11B_S10","plate-1-well-11B","lhp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,9.92,0.199749844,3,14.93333333,0.057735027,0.115325626,9.720250156,10.11974984,0.033333333,14.868,14.99866667
"plate-3-well-12E_S213","plate-3-well-12E","lhp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,9.92,0.199749844,3,14.93333333,0.057735027,0.115325626,9.720250156,10.11974984,0.033333333,14.868,14.99866667
"plate-3-well-12G_S215","plate-3-well-12G","lhp","water",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,9.92,0.199749844,3,14.93333333,0.057735027,0.115325626,9.720250156,10.11974984,0.033333333,14.868,14.99866667
"plate-1-well-7F_S78","plate-1-well-7F","lhp","meristem",NA,2021,6,10,5,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,10.27666667,0.128970281,3,15.63333333,0.611010093,0.074461026,10.14769639,10.40563695,0.352766841,14.94191032,16.32475634
"plate-2-well-2D_S132","plate-2-well-2D","lhp","meristem",NA,2021,6,10,5,NA,"",NA,NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,10.27666667,0.128970281,3,15.63333333,0.611010093,0.074461026,10.14769639,10.40563695,0.352766841,14.94191032,16.32475634
"plate-2-well-9F_S190","plate-2-well-9F","lhp","meristem",NA,2021,6,10,5,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,10.27666667,0.128970281,3,15.63333333,0.611010093,0.074461026,10.14769639,10.40563695,0.352766841,14.94191032,16.32475634
"plate-3-well-6G_S263","plate-3-well-6G","lhp","rock",NA,2021,6,10,5,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,10.27666667,0.128970281,3,15.63333333,0.611010093,0.074461026,10.14769639,10.40563695,0.352766841,14.94191032,16.32475634
"plate-3-well-7D_S268","plate-3-well-7D","lhp","meristem",NA,2021,6,10,5,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,10.27666667,0.128970281,3,15.63333333,0.611010093,0.074461026,10.14769639,10.40563695,0.352766841,14.94191032,16.32475634
"plate-1-well-12B_S18","plate-1-well-12B","tb","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,10.95,0.103923048,3,15.86666667,0.115470054,0.06,10.84607695,11.05392305,0.066666667,15.736,15.99733333
"plate-2-well-1H_S128","plate-2-well-1H","tb","meristem",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,10.95,0.103923048,3,15.86666667,0.115470054,0.06,10.84607695,11.05392305,0.066666667,15.736,15.99733333
"plate-3-well-12B_S210","plate-3-well-12B","tb","water",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,10.95,0.103923048,3,15.86666667,0.115470054,0.06,10.84607695,11.05392305,0.066666667,15.736,15.99733333
"plate-3-well-8D_S276","plate-3-well-8D","tb","rock",NA,2021,6,11,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,10.95,0.103923048,3,15.86666667,0.115470054,0.06,10.84607695,11.05392305,0.066666667,15.736,15.99733333
"plate-1-well-10A_S1","plate-1-well-10A","scp","water",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-1-well-1C_S27","plate-1-well-1C","scp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-1-well-2F_S38","plate-1-well-2F","scp","rock",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-1-well-6E_S69","plate-1-well-6E","scp","rock",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-1-well-7E_S77","plate-1-well-7E","scp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-2-well-3H_S144","plate-2-well-3H","scp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-3-well-3D_S236","plate-3-well-3D","scp","meristem",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,"waves","no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-4-well-2C_S299","plate-4-well-2C","scp","water",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-4-well-2D_S300","plate-4-well-2D","scp","water",NA,2021,6,10,5,NA,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.01,0.310966236,3,15.36666667,0.057735027,0.17953644,10.69903376,11.32096624,0.033333333,15.30133333,15.432
"plate-1-well-12E_S21","plate-1-well-12E","tb","meristem",NA,2021,6,11,5,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,11.31666667,0.057735027,3,16.6,0.173205081,0.033333333,11.25893164,11.37440169,0.1,16.404,16.796
"plate-1-well-8A_S81","plate-1-well-8A","tb","meristem",NA,2021,6,11,5,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,11.31666667,0.057735027,3,16.6,0.173205081,0.033333333,11.25893164,11.37440169,0.1,16.404,16.796
"plate-2-well-2F_S134","plate-2-well-2F","tb","meristem",NA,2021,6,11,5,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.31666667,0.057735027,3,16.6,0.173205081,0.033333333,11.25893164,11.37440169,0.1,16.404,16.796
"plate-2-well-7F_S174","plate-2-well-7F","tb","rock",NA,2021,6,11,5,NA,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,NA,3,11.31666667,0.057735027,3,16.6,0.173205081,0.033333333,11.25893164,11.37440169,0.1,16.404,16.796
"plate-3-well-5A_S249","plate-3-well-5A","tb","water",NA,2021,6,11,5,NA,"","tidepool",NA,"",NA,NA,"no","quiagen_plate","field",35,NA,3,11.31666667,0.057735027,3,16.6,0.173205081,0.033333333,11.25893164,11.37440169,0.1,16.404,16.796
"fakekelp-high1-tb-2022-6-14","fakekelp-high1-tb-2022-6-14","tb","fake_kelp","high",2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate1-B7",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"fakekelp-low1-tb-2022-6-14","fakekelp-low1-tb-2022-6-14","tb","fake_kelp","low",2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","quiagen_plate","field",35,"plate1-A5",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem1-tb-2022-6-14","meristem1-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-B2",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem10-tb-2022-6-14","meristem10-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-F3",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem11-tb-2022-6-14","meristem11-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-G3",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem12-tb-2022-6-14","meristem12-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-G9",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem2-tb-2022-6-14","meristem2-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-D7",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem3-tb-2022-6-14","meristem3-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate1-G2",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem5-tb-2022-6-14","meristem5-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-A12",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem6-tb-2022-6-14","meristem6-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","ocean",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-D1",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem7-tb-2022-6-14","meristem7-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-D6",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem8-tb-2022-6-14","meristem8-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-D10",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"meristem9-tb-2022-6-14","meristem9-tb-2022-6-14","tb","meristem",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","quiagen_plate","field",35,"plate2-E7",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"rock2-tb-2022-6-14","rock2-tb-2022-6-14","tb","rock",NA,2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3G11",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"water1-tb-2022-6-14","water1-tb-2022-6-14","tb","water",NA,2022,6,14,12,5,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate4-A3",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"water2-tb-2022-6-14","water2-tb-2022-6-14","tb","water",NA,2022,6,14,12,5,"","tidepool",NA,"",NA,"submerged","no","zymo","field",25,"plate3C8",3,12,0,3,NA,NA,0,12,12,NA,NA,NA
"fakekelp-high-tb-2022-7-12","fakekelp-high-tb-2022-7-12","tb","fake_kelp","high",2022,7,12,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",35,"plate3H7",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"fakekelp-low-tb-2022-7-12","fakekelp-low-tb-2022-7-12","tb","fake_kelp","low",2022,7,12,14,7,"","ocean",NA,"",NA,NA,"no","zymo","field",25,"plate3A9",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"meristem2-tb-2022-7-12","meristem2-tb-2022-7-12","tb","meristem",NA,2022,7,12,14,7,"","ocean",NA,"",NA,"submerged","no",NA,"field",35,"plate3C6",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"meristem3-tb-2022-7-12","meristem3-tb-2022-7-12","tb","water",NA,2022,7,12,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3C7",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"meristem5-tb-2022-7-12","meristem5-tb-2022-7-12","tb","meristem",NA,2022,7,12,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-G10",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"meristem6-tb-2022-7-12","meristem6-tb-2022-7-12","tb","meristem",NA,2022,7,12,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",35,"plate4-H5",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
"meristem9-tb-2022-7-12","meristem9-tb-2022-7-12","tb","meristem",NA,2022,7,12,14,7,"","ocean",NA,"",NA,"submerged","no","zymo","field",25,"plate3G10",3,13.33666667,0.375410886,3,19.3,0,0.216743576,12.96125578,13.71207755,0,19.3,19.3
