"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AC6MR69F","journalArticle","2023","Corinaldesi, C; Bianchelli, S; Candela, M; ...","Microbiome-assisted restoration of degraded marine habitats: a new nature-based solution?","Frontiers in Marine …","","","","https://www.researchgate.net/profile/Cinzia-Corinaldesi/publication/374055964_Microbiome-assisted_restoration_of_degraded_marine_habitats_a_new_nature-based_solution_OPEN_ACCESS_EDITED_BY/links/650b4396d5293c106cca3f46/Microbiome-assisted-restoration-of-degraded-marine-habitats-a-new-nature-based-solution-OPEN-ACCESS-EDITED-BY.pdf","… In perennial species, such as Saccharina latissima, differences in the assemblage composition have been observed between different parts of the individuals, for example between …","2023","2024-02-08 23:54:03","2024-02-09 00:11:59","","","","","","","","","","","","","","","","","","","","","","Publisher: researchgate.net","","; ","https://www.researchgate.net/profile/Cinzia-Corinaldesi/publication/374055964%3Csub%3EM%3C/sub%3Eicrobiome-assisted%3Csub%3Er%3C/sub%3Eestoration%E2%82%92f%3Csub%3Ed%3C/sub%3Eegraded%E2%82%98arine%E2%82%95abitats%E2%82%90%E2%82%99ew%E2%82%99ature-based%E2%82%9Bolution%3Csub%3EO%3C/sub%3EPEN%3Csub%3EA%3C/sub%3ECCESS%3Csub%3EE%3C/sub%3EDITED%3Csub%3EB%3C/sub%3EY/links/650b4396d5293c106cca3f46/Microbiome-assisted-restoration-of-degraded-marine-habitats-a-new-nature-based-solution-OPEN-ACCESS-EDITED-BY.pdf; https://scholar.google.com/scholar?q=related:%3Csub%3Ec%3C/sub%3EwQw51RcjQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33EH9K8D","journalArticle","2023","Semmouri, I; Janssen, CR; Asselman, J","Allelopathy in macroalgae: Ecological principles, research opportunities and pitfalls reviewed","Journal of Applied Phycology","","","10.1007/s10811-023-03110-z","https://link.springer.com/article/10.1007/s10811-023-03110-z","Macroalgae are a vast source of bioactive metabolites, some of which are produced as a defence against competing and/or fouling species, ie, allelochemicals. As both the occurrence …","2023","2024-02-08 23:54:03","2024-02-09 00:25:23","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s10811-023-03110-z; https://scholar.google.com/scholar?q=related:c6vYGJw2sD4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJYX2A6A","journalArticle","2021","Hughes, AH; Magot, F; Tawfike, AF; Rad-Menéndez, C; ...","Exploring the chemical space of macro-and micro-algae using comparative metabolomics","Microorganisms","","","","https://www.mdpi.com/2076-2607/9/2/311","… Interestingly, the brown seaweeds Ascophyllum nodosum, Saccorhiza polyschides and Saccharina latissima cluster closely together in the PLS-DA plot despite belonging to different …","2021","2024-02-08 23:54:03","2024-02-09 00:20:47","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","; ","https://www.mdpi.com/2076-2607/9/2/311/pdf; https://scholar.google.com/scholar?q=related:RyT2lxyhSSUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VM4ZE9R4","journalArticle","2023","Martins, NT; Napolitani, MA; ...","Competitive interactions in marine macroalgae: an analysis of the literature by boolean operators","…","","","","https://ojs.observatoriolatinoamericano.com/ojs/index.php/olel/article/view/1201","Marine macroalgae are the ecological basis in most of the marine environments. Light and space, added to nutrients rank among the most important elements influencing their …","2023","2024-02-08 23:54:04","2024-02-09 00:22:26","","","","","","","","","","","","","","","","","","","","","","Publisher: ojs.observatoriolatinoamericano …","","; ","https://ojs.observatoriolatinoamericano.com/ojs/index.php/olel/article/download/1201/770; https://scholar.google.com/scholar?q=related:-brWsZSJ06gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYN6Q98P","journalArticle","2023","Varghese, C; Chakraborty, K; Asharaf, S","Pharmacological potential of seaweed-associated heterotrophic bacterium Bacillus atrophaeus","Archives of Microbiology","","","10.1007/s00203-022-03338-2","https://link.springer.com/article/10.1007/s00203-022-03338-2","Extremities in marine environmental conditions led the marine macroalga-associated bacteria to adapt and biosynthesize potential bioactive agents. The myriad of marine macroalgae …","2023","2024-02-08 23:54:04","2024-02-09 00:10:47","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s00203-022-03338-2; https://scholar.google.com/scholar?q=related:xjrvecthl6oJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA4HWIF4","journalArticle","2021","Harbour, RP; Smith, CR; Simon-Nutbrown, C; ...","Biodiversity, community structure and ecosystem function on kelp and wood falls in the Norwegian deep sea","Marine Ecology …","","","","https://www.int-res.com/abstracts/meps/v657/p73-91","Fjordic systems in temperate and Arctic regions often feature extensive kelp forests at their shallow coastal margins as well as extensive terrestrial forests. Detrital export from these …","2021","2024-02-08 23:54:04","2024-02-09 00:23:30","","","","","","","","","","","","","","","","","","","","","","Publisher: int-res.com","","; ","https://www.researchgate.net/profile/Rob-Harbour/publication/346366013%3Csub%3EB%3C/sub%3Eiodiversity%3Csub%3Ec%3C/sub%3Eommunity%E2%82%9Btructure%E2%82%90nd%E2%82%91cosystem%3Csub%3Ef%3C/sub%3Eunction%E2%82%92n%E2%82%96elp%E2%82%90nd%3Csub%3Ew%3C/sub%3Eood%3Csub%3Ef%3C/sub%3Ealls%3Csub%3Ei%3C/sub%3En%E2%82%9Che%3Csub%3EN%3C/sub%3Eorwegian%3Csub%3Ed%3C/sub%3Eeep%E2%82%9Bea/links/60bbb0c992851cb13d7eb684/Biodiversity-community-structure-and-ecosystem-function-on-kelp-and-wood-falls-in-the-Norwegian-deep-sea.pdf; https://scholar.google.com/scholar?q=related:Uzzt0ub%E2%82%97mUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V6PX4N6","journalArticle","2021","Korlević, M; Markovski, M; Zhao, Z; Herndl, GJ; ...","Selective DNA and protein isolation from marine macrophyte surfaces","Frontiers in …","","","10.3389/fmicb.2021.665999","https://www.frontiersin.org/articles/10.3389/fmicb.2021.665999/full","Studies of unculturable microbes often combine methods, such as 16S rRNA sequencing, metagenomics, and metaproteomics. To apply these techniques to the microbial community …","2021","2024-02-08 23:54:04","2024-02-08 23:56:48","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org","","; ","https://www.frontiersin.org/articles/10.3389/fmicb.2021.665999/full; https://scholar.google.com/scholar?q=related:Xm0i9C1CWMkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFZL6N96","journalArticle","2021","Na, G; Zhang, W; Gao, H; Wang, C; Li, R; Zhao, F; ...","Occurrence and antibacterial resistance of culturable antibiotic-resistant bacteria in the Fildes Peninsula, Antarctica","Marine Pollution …","","","","https://www.sciencedirect.com/science/article/pii/S0025326X20309474","Quantifying the occurrence of Antarctic antibiotic-resistant bacteria (ARB) is essential for assessing the level of pollution and assessing the “baseline” or background level of ARB in …","2021","2024-02-08 23:54:04","2024-02-09 00:11:02","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","https://scholar.google.com/scholar?q=related:0Fh7zlxbmwgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XHKMEVH","journalArticle","2013","Wietz, M; Duncan, K; Patin, NV; Jensen, PR","Antagonistic interactions mediated by marine bacteria: the role of small molecules","Journal of chemical ecology","","","10.1007/s10886-013-0316-x","https://link.springer.com/article/10.1007/s10886-013-0316-x","… For instance, Pseudomonas strains regularly isolated from the brown alga Saccharina latissima (synonym Laminaria saccharina) produced 2,4-diacetylphloroglucinol and pyoluteorin (…","2013","2024-02-08 23:54:04","2024-02-09 00:25:15","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s10886-013-0316-x; https://scholar.google.com/scholar?q=related:xlc4ZnaFqmoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZMN8LGC","journalArticle","1977","Andrews, JH","Observations on the pathology of seaweeds in the Pacific Northwest","Canadian journal of botany","","","10.1139/b77-119","https://cdnsciencepub.com/doi/abs/10.1139/b77-119","… This trend prevailed also among Laminaria saccharina studied in Stanley Park, Vancouver, although with both species, wide variations occurred in the percentage of diseased …","1977","2024-02-08 23:54:04","2024-02-09 00:11:13","","","","","","","","","","","","","","","","","","","","","","Publisher: cdnsciencepub.com","","","https://scholar.google.com/scholar?q=related:dcpwYT0Vy9QJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP8P4RS4","journalArticle","2010","Goecke, F; Labes, A; Wiese, J; Imhoff, JF","Chemical interactions between marine macroalgae and bacteria","Marine ecology progress series","","","","https://www.int-res.com/abstracts/meps/v409/p267-299/","We review research from the last 40 yr on macroalgal–bacterial interactions. Marine macroalgae have been challenged throughout their evolution by microorganisms and have …","2010","2024-02-08 23:54:04","2024-02-09 00:22:42","","","","","","","","","","","","","","","","","","","","","","Publisher: int-res.com","","; ","https://www.int-res.com/articles/meps2010/409/m409p267.pdf; https://scholar.google.com/scholar?q=related:E1aL226AfrkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABPRT3FZ","journalArticle","2011","Lage, OM; Bondoso, J","Planctomycetes diversity associated with macroalgae","FEMS microbiology ecology","","","","https://academic.oup.com/femsec/article-abstract/78/2/366/606200","Planctomycetes associated with 12 macroalgae from the north coast of Portugal were isolated, using an improved method. A total of 138 isolates were found to comprise 10 operational …","2011","2024-02-08 23:54:04","2024-02-09 00:10:13","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","; ","https://academic.oup.com/femsec/article/78/2/366/606200; https://scholar.google.com/scholar?q=related:Ka3ZR16MVuIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
