Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"AY Al-Handal, A Fricke, A Wulff","Observations on diatoms inhabiting natural and artificial substrates in Kongsfjorden, Svalbard, the Arctic",2016,"Polar Biology","Springer","https://link.springer.com/article/10.1007/s00300-016-1998-7","https://scholar.google.com/scholar?cites=17975231673604242053&as_sdt=2005&sciodt=2007&hl=en",355,"2024-02-07 13:53:53","HTML","10.1007/s00300-016-1998-7","","",,,,,5,0.63,2,3,8,"The most dramatic effects of global climate change are predicted for the Arctic, and there is a raising concern about the lack of baseline information on microalgal biodiversity. The …","https://link.springer.com/article/10.1007/s00300-016-1998-7","https://scholar.google.com/scholar?q=related:hfqHZPjZdPkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"A Serebryakova, F Viard, AH Engelen…","3. Acclimation vs. Adaptation of Invasive Seaweeds.",2017,"… AND ADAPTATION OF …","sapientia.ualg.pt","https://sapientia.ualg.pt/bitstream/10400.1/10824/1/Acclimation%20&%20Adaptation%20of%20Invasive%20Seaweeds_PhD%20Thesis_Alexandra%20Serebryakova.pdf#page=90","",356,"2024-02-07 13:53:53","PDF","","","",,,,,0,0.00,0,4,7,"Rapid adaptive changes after introduction play a crucial role in invasive seaweeds establishment and persistence. Plastic and genetic variation represent two major ways of adapting to …","https://sapientia.ualg.pt/bitstream/10400.1/10824/1/Acclimation%20&%20Adaptation%20of%20Invasive%20Seaweeds_PhD%20Thesis_Alexandra%20Serebryakova.pdf#page=90","https://scholar.google.com/scholar?q=related:0EGKbPavHXkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
274,"MI Gladyshev, NN Sushchik, ON Makhutova","Production of EPA and DHA in aquatic ecosystems and their transfer to the land",2013,"Prostaglandins &other lipid …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1098882313000208","https://scholar.google.com/scholar?cites=355892146892361885&as_sdt=2005&sciodt=2007&hl=en",357,"2024-02-07 13:53:53","","","","",,,,,274,24.91,91,3,11,"Most omnivorous animals, including humans, have to some degree relied on physiologically important polyunsaturated fatty acids (PUFAs), such as eicosapentaenoic acid (EPA) and …","","https://scholar.google.com/scholar?q=related:ndDeoQVi8AQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
15,"HH Omar, NM Gumgumji, HM Shiek…","Inhibition of the development of pathogenic fungi by extracts of some marine algae from the red sea of Jeddah, Saudi Arabia",2012,"African Journal of …","ajol.info","https://www.ajol.info/index.php/ajb/article/view/129296","https://scholar.google.com/scholar?cites=6972896506066075862&as_sdt=2005&sciodt=2007&hl=en",358,"2024-02-07 13:53:53","","","","",,,,,15,1.25,4,4,12,"In this study, the predominant marine algae were collected from three different sites in the coastal area of Al-Kumrah at south of the Red sea of Jeddah, during summer and autumn 2009…","https://www.ajol.info/index.php/ajb/article/view/129296/118846","https://scholar.google.com/scholar?q=related:1oCho220xGAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
23,"H Jung, J Kim, C Lee","Temperature effects on methanogenesis and sulfidogenesis during anaerobic digestion of sulfur-rich macroalgal biomass in sequencing batch reactors",2019,"Microorganisms","mdpi.com","https://www.mdpi.com/2076-2607/7/12/682","https://scholar.google.com/scholar?cites=6145526952694050681&as_sdt=2005&sciodt=2007&hl=en",359,"2024-02-07 13:53:53","","","","",,,,,23,4.60,8,3,5,"Methanogenesis and sulfidogenesis, the major microbial reduction reactions occurring in the anaerobic digestion (AD) process, compete for common substrates. Therefore, the balance …","https://www.mdpi.com/2076-2607/7/12/682/pdf","https://scholar.google.com/scholar?q=related:ee_q_DNMSVUJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
21,"P Bonin, A Groisillier, A Raimbault, A Guibert, C Boyen…","Molecular and biochemical characterization of mannitol-1-phosphate dehydrogenase from the model brown alga Ectocarpus sp.",2015,"Phytochemistry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031942215300546","https://scholar.google.com/scholar?cites=5215226592206221738&as_sdt=2005&sciodt=2007&hl=en",360,"2024-02-07 13:53:53","","","","",,,,,21,2.33,4,6,9,"The sugar alcohol mannitol is important in the food, pharmaceutical, medical and chemical industries. It is one of the most commonly occurring polyols in nature, with the exception of …","https://hal.sorbonne-universite.fr/hal-01200617/document","https://scholar.google.com/scholar?q=related:qnGfQ_Q0YEgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
48,"W Reichardt, G Dieckmann","Kinetics and trophic role of bacterial degradation of macro-algae in Antarctic coastal waters",1985,"Antarctic nutrient cycles and food webs","Springer","https://link.springer.com/chapter/10.1007/978-3-642-82275-9_17","https://scholar.google.com/scholar?cites=6822051356050129772&as_sdt=2005&sciodt=2007&hl=en",361,"2024-02-07 13:53:53","","10.1007/978-3-642-82275-9_17","","",,,,,48,1.23,24,2,39,"Aerobic formation of detritus from debris of the Antarctic Kelp, Himantothallus grandifolius, yielded amounts of carbon and nitrogen 2 and 4 times higher, respectively, than fresh algae, …","","https://scholar.google.com/scholar?q=related:bAPXRJDLrF4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
173,"B Duarte, I Martins, R Rosa, AR Matos…","Climate change impacts on seagrass meadows and macroalgal forests: an integrative perspective on acclimation and adaptation potential",2018,"Frontiers in Marine …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmars.2018.00190/full","https://scholar.google.com/scholar?cites=5285773215842564018&as_sdt=2005&sciodt=2007&hl=en",362,"2024-02-07 13:53:53","HTML","10.3389/fmars.2018.00190","","",,,,,173,28.83,35,5,6,"Marine macrophytes are the foundation of algal forests and seagrass meadows–some of the most productive and diverse coastal marine ecosystems on the planet. These ecosystems …","https://www.frontiersin.org/articles/10.3389/fmars.2018.00190/full","https://scholar.google.com/scholar?q=related:sveRDbzWWkkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
141,"RN Glud, M Kühl, F Wenzhöfer…","Benthic diatoms of a high Arctic fjord (Young Sound, NE Greenland): importance for ecosystem primary production",2002,"Marine Ecology Progress …","int-res.com","https://www.int-res.com/abstracts/meps/v238/p15-29/","https://scholar.google.com/scholar?cites=7399293076545146731&as_sdt=2005&sciodt=2007&hl=en",363,"2024-02-07 13:53:53","","","","",,,,,141,6.41,35,4,22,"… A rough estimate on their contribution can be made assuming that these 2 algae have the same photosynthetic characteristics and the same depth distribution as Laminaria saccharina (…","https://www.int-res.com/articles/meps2002/238/m238p015.pdf","https://scholar.google.com/scholar?q=related:aw97mNmRr2YJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
29,"C Formighieri","Solar-to-fuel conversion in algae and cyanobacteria",2015,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-16730-5.pdf","https://scholar.google.com/scholar?cites=17193924874927502968&as_sdt=2005&sciodt=2007&hl=en",364,"2024-02-07 13:53:53","BOOK","10.1007/978-3-319-16730-5","","",,,,,29,3.22,29,1,9,"… Saccharina latissima was harvested in the fall where the natural content in laminarin is increased to 20–25 % of the biomass dry weight. Laminarin is a linear polymer of β-1→3-linked …","","https://scholar.google.com/scholar?q=related:eHbOkJMXne4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
19,"J Hollants, F Leliaert, H Verbruggen…","Host specificity and coevolution of Flavobacteriaceae endosymbionts within the siphonous green seaweed Bryopsis",2013,"Molecular phylogenetics …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1055790313000912","https://scholar.google.com/scholar?cites=13563808381022998355&as_sdt=2005&sciodt=2007&hl=en",365,"2024-02-07 13:53:53","HTML","","","",,,,,19,1.73,5,4,11,"The siphonous green seaweed Bryopsis harbors complex intracellular bacterial communities. Previous studies demonstrated that certain species form close, obligate associations with …","https://www.sciencedirect.com/science/article/pii/S1055790313000912","https://scholar.google.com/scholar?q=related:U49XwNtTPLwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
5,"D Viszwapriya, C Aravindraja, SK Pandian","Comparative assessment of bacterial diversity associated with co-occurring eukaryotic hosts of Palk Bay origin",2015,"","nopr.niscpr.res.in","https://nopr.niscpr.res.in/bitstream/123456789/31584/1/IJEB%2053(6)%20417-423.pdf","https://scholar.google.com/scholar?cites=7841708281544651128&as_sdt=2005&sciodt=2007&hl=en",366,"2024-02-07 13:53:53","PDF","","","",,,,,5,0.56,2,3,9,"Epibacterial communities of co-occurring eukaryotic hosts of Palk Bay origin (five seaweed species (Gracilaria sp, Padina sp, Enteromorpha sp, Sargassum sp, and Turbinaria sp) and …","https://nopr.niscpr.res.in/bitstream/123456789/31584/1/IJEB%2053(6)%20417-423.pdf","https://scholar.google.com/scholar?q=related:eDG1iSJY02wJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
72,"D Hanelt, FL Figueroa","Physiological and photomorphogenic effects of light on marine macrophytes",2012,"… biology: novel insights into ecophysiology, ecology …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-28451-9_1","https://scholar.google.com/scholar?cites=11010626740422087448&as_sdt=2005&sciodt=2007&hl=en",367,"2024-02-07 13:53:53","","10.1007/978-3-642-28451-9_1","","",,,,,72,6.00,36,2,12,"… A study on three abundant brown algal species from Spitsbergen (Saccharina latissima , Alaria esculenta, and Saccorhiza dermatodea ) shows that individual photosynthetic …","","https://scholar.google.com/scholar?q=related:GJNGAa-azZgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
37,"H Wägele, WF Martin","Endosymbioses in sacoglossan seaslugs: plastid-bearing animals that keep photosynthetic organelles without borrowing genes",2014,"Endosymbiosis","Springer","https://link.springer.com/chapter/10.1007/978-3-7091-1303-5_14","https://scholar.google.com/scholar?cites=12278886182397729728&as_sdt=2005&sciodt=2007&hl=en",368,"2024-02-07 13:53:53","","10.1007/978-3-7091-1303-5_14","","",,,,,37,3.70,19,2,10,"In this chapter, we summarize our knowledge on photosynthesis properties in the enigmatic gastropod group Sacoglossa. Members of this group are able to sequester chloroplasts from …","https://bonn.leibniz-lib.de/dateien/atoms/files/waegele_martin_2013_endosymbiosis_chapter_14.pdf","https://scholar.google.com/scholar?q=related:wNtEM-1dZ6oJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
146,"JJ Milledge, BV Nielsen, S Maneein, PJ Harvey","A brief review of anaerobic digestion of algae for bioenergy",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/6/1166","https://scholar.google.com/scholar?cites=9857039779304769497&as_sdt=2005&sciodt=2007&hl=en",369,"2024-02-07 13:53:53","","","","",,,,,146,29.20,37,4,5,"… [28] have estimated that gross energy yields from the cultivation and AD of Saccharina latissima, at 186 GJ·ha −1 ·yr −1 , were higher than those based on the current liquid biofuel …","https://www.mdpi.com/1996-1073/12/6/1166/pdf","https://scholar.google.com/scholar?q=related:2QdbVnQ9y4gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"RS Alberte, JC Gallagher, WC Dennison, NL Alexander…","Bayne, BL, see Hawkins, AJS, 96 (1986) 213 Beckwitt, R., Population genetics of the sand crab, Emerita analoga Stimpson, in southern Cali-fornia, 91 …",1985,"Bridges","","","",370,"2024-02-07 13:53:53","CITATION","","","",,,,,0,0.00,0,5,39,"","","https://scholar.google.com/scholar?q=related:TJR0xYZ2XvsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
3,"R Singh, P Gautam, M Fatima, S Dua, J Misri","Microbes in foods and feed sector",2019,"Microbial Interventions in …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-8391-5_13","https://scholar.google.com/scholar?cites=7488352472604240746&as_sdt=2005&sciodt=2007&hl=en",371,"2024-02-07 13:53:53","","10.1007/978-981-13-8391-5_13","","",,,,,3,0.60,1,5,5,"Microorganisms are omnipresent which can be found even in harsh environments. A variety of microorganisms occurs naturally on, or as contaminants of, forages, compound feeds, …","https://www.researchgate.net/profile/Rajni-Singh-5/publication/337955420_Microbes_in_Foods_and_Feed_Sector/links/5e68b34e299bf1744f72df82/Microbes-in-Foods-and-Feed-Sector.pdf","https://scholar.google.com/scholar?q=related:amt-Gub462cJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
333,"P Chen, M Min, YF Chen, L Wang, Y Li…","Review of biological and engineering aspects of algae to fuels approach",2010,"International Journal of …","mail.ijabe.org","http://mail.ijabe.org/index.php/ijabe/article/view/200","https://scholar.google.com/scholar?cites=17650214771554336725&as_sdt=2005&sciodt=2007&hl=en",372,"2024-02-07 13:53:53","","","","",,,,,333,23.79,56,6,14,"Current biofuel production relies on limited arable lands on the earth, and is impossible to meet the biofuel demands. Oil producing algae are alternative biofuel feedstock with potential …","http://mail.ijabe.org/index.php/ijabe/article/download/200/104","https://scholar.google.com/scholar?q=related:1T_Z49Eo8vQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
